,Tweet
1505,'@UBBULLS1 @UBwomenshoops https://t.co/bWUBzLkZKN'
1506,@ubalumni @UBwomenshoops Break everyone brackets except mine       #BeatTheLadyVols   #UBhornsUP   #UBDancing'
1507,@ubalumni @UBwomenshoops Let's go get 'em Ladies!!! So proud of you!! 💙\U0001f90d #UBHornsUp #ForeverABull
1508,It's game day! Reply with your best #UBHornsUp to wish the @UBWomensHoops good luck today in Knoxville! 🤘💙 #UBuffalo #UBDancing https://t.co/i8tFL7jsNw
1509,'The co-founder of @bigditchbrewing found so much more than his hoppy place at #UBuffalo. Check out the full #UBTrueBlue story👉 https://t.co/TFMNZZXUjA https://t.co/v7cpyYqRpD'
1510,'@ubalumni @UBwomenshoops 🤘💙🤘💙🤘💙'
1511,"'@ubalumni @UBwomenshoops Good Luck, Bulls!! 💪🏽'"
1512,And they're off! Reply with your #UBHornsUP to wish @UBwomenshoops good luck as they head to Knoxville!! 💙🤘 #UBuffalo #UBDancing https://t.co/R1By0V9fyp
1513,'@UBBULLS1 @ubalumni @UBwomenshoops @LadyVol_Hoops Where can I get one of those hats?'
1514,'@UBBULLS1 @UBwomenshoops @LadyVol_Hoops Love it! 💙🤘 #UBHornsUP'
1515,Wardrobe for the @ubalumni New York City watch party Saturday at Allstars Sports Bar &amp; Grill for @UBwomenshoops game against @LadyVol_Hoops has arrived.      #UBhornsUP      #BeatTheLadyVols https://t.co/1vWGTuLnKr'
1516,'#UBDancing 💙💙 https://t.co/vxEAY8EXQs'
1517,Can't make it to Knoxville to watch them win? Join us at one of the watch parties to show your support for this amazing team!! #UBHornsUP #UBTrueBlue 💙🤘 https://t.co/d8nOYbQilg
1518,"Summer Hemphill has second 1,000th rebound total in #UBuffalo history   https://t.co/AYcjytItsh'"
1519,"Junior Dyaisha Fair scores 2,000th point for first time in #UBuffalo history!   https://t.co/DlgAl0tTfm'"
1520,Woolley named MAC freshman of the year!   https://t.co/EEh7Pxw1t1'
1521,"While the excitement builds for @UBwomenshoops this weekend, let's get to know who they are! 💙 https://t.co/BGXLC1CK1Q"
1522,'@LetsGoBuffalo24 @MattParrino @jeffsmi29999032 @ubalumni @LuckyRoseMama @UBCommunity Wrong Matt but I doubt we are done.'
1523,"'@MattParrino @jeffsmi29999032 @ubalumni @LuckyRoseMama @UBCommunity Hey Matt, do you think we’re done?'"
1524,'@jeffsmi29999032 @ubalumni @LuckyRoseMama @UBCommunity Yes'
1525,'@MattParrino @ubalumni @LuckyRoseMama @UBCommunity Great are you gonna announce it on Twitter?'
1526,'@jeffsmi29999032 @ubalumni @LuckyRoseMama @UBCommunity Yep probably around 930 or 10.'
1527,"'@MattParrino @ubalumni @LuckyRoseMama @UBCommunity Hey Matt , are you guys going to do a podcast tonight? If so what time I don’t want to miss it you guys always have the best info and insight. I’m on a business trip so I have it my night all to myself so please have a podcast'"
1528,'@UBuffalo Walking into Alumni Arena tomorrow like... 🤘 https://t.co/lwVb6Mkzmr'
1529,"'Next up in alumni spotlight is UB MSAT class of 2021, Brian Hebbard, MSAT, ATC. Brian is employed by the University of Alabama at Birmingham to provide AT services to their Division-I Football team. #UBSPHHP #uUBuffalo #UBAlumni #ElevATe #NYSATA #NATA1950 #NATM2022 https://t.co/XsmwYaUt1L'"
1530,Former Village of Kenmore resident and @ubalumni graduate @wolfblitzer was featured in a recent @WheelofFortune puzzle.   #Buffalo   #UBhornsUP   #HungryLikeWolfBlitzer https://t.co/XG8YvDLCiB'
1531,GO BULLS!!! So proud of this team and all of their hard work. Can't wait for the game on Saturday!!! The game will be televised on ABC at 3pm. All #UBalumni are rooting for you!🏀💪    #UBhornsUP 🤘🙌   #UBuffalo https://t.co/2yg5syXC6k
1532,'Mark your calendars! #UBGivingDay is set for April 26-27. 24 hours and one goal - support the future of #UBuffalo. #BoldlyBuffalo https://t.co/if1cNAkznZ'
1533,"'After a 2 year delay, I am happy to once again be assisting @UBAdmissions at two accepted student events this week.  Tonight on Long Island and on Wednesday at @BKLYNlibrary. Looking forward to meeting future members of @ubalumni.'"
1534,'This #UBuffalo grad from @SMFOfficialy has some quick strategic tips to be most successful in your career. Watch the full video to see what those are! https://t.co/dxZt6KphfU https://t.co/KmzkLcbSpG'
1535,'@UBwomenshoops https://t.co/uLXaWyc4Kg'
1536,'Waking up MAC Champions! #UBuffalo #UBalumni https://t.co/EyvYFDxiEZ'
1537,'@bigditchbrewing @UBuffalo @ubalumni Wish I could get your beer in Virginia'
1538,'@UBAthletics @UBCoachJack @UBwomenshoops @UBStudentExp @UBTrueBlue @UBuffalo @ubalumni @UBCheer @UBDazzlers @UBMarchingBand @UBBullRun @stranelli Congrats to your squad and school @UBCoachJack 💙\U0001f90d'
1539,'@ubalumni @UBwomenshoops A great beginning to a fantastic day🤘🏀🤘🏀💙💙💙'
1540,'@CoachP4Life @UBCoachJack @UBwomenshoops @UBuffalo @ubalumni You are apart of our journey- thank you'
1541,'@CoachP4Life @UBwomenshoops @UBuffalo @ubalumni Thank you for your undying faith in our team. ✊🏽❤️💯'
1542,Nice video on our co-founder and @UBuffalo alumni Matt. Thx to @ubalumni for producing this! Go UB!   https://t.co/6YEQpiqooG'
1543,"'UB law alumna Hon. Erin Peradotto, NYS Supreme Court Appellate Div., 4th Dept. rocked the house at Lawyers for the Arts, in Buffalo. Great voice, Judge! #UBalumni #UBSchool ofLaw https://t.co/bHgHirQOoW'"
1544,"'Lucy Dadd, Bill Savino and many other UB lawyers entertained Saturday at Lawyers for the Arts event at the Tralf #raising money for arts organizations. So much fun reconnecting with the legal community! #UBalumni https://t.co/tRYadSlFab'"
1545,🏀MAC CHAMPIONS!!!🏀😤 Such an exciting game and now onto the NCAA tournament! Congratulations @UBwomenshoops and @UBCoachJack! 👏 All #UBalumni are proud of all of you! GO BULLS!!! 💙   #UBuffalo #UBhornsUP 🤘 https://t.co/piEnfCJDGV'
1546,Huge congratulations to @UBCoachJack @UBwomenshoops For an incredible championship game today! What a fabulous game! So proud of all of you and it’s your turn to dance.@UBuffalo @ubalumni have to be so very proud.     #WinnersOnOfftheCourt'
1547,'@bigditchbrewing Easy to tell great stories with such great grads! 💙🤘 https://t.co/1FsQ7ajXRS'
1548,'@ubalumni This came out amazing! Thanks so much!'
1549,'#UBuffalo #UBalumni https://t.co/H4Gej1Ehx7'
1550,Go Bulls!!! Love seeing #UBalumni cheering for our teams! #UBuffalo #UBhornsUP 🤘💙🙏   #ForeverABull https://t.co/nGeve0TBQU'
1551,'Tremendously exciting game! Turn it on NOW #UBuffalo and #UBalumni! \U0001f9ac🏀💙🤘 https://t.co/YEYJpZPgbI'
1552,'@ubalumni @UBwomenshoops Never too late #UBuffalo 🤘🏼'
1553,'Thanks to all our #UBAlumni who stopped out this morning to Southern Tier Brewery Cleveland before the game! #UBHornsUp 🏀 https://t.co/oAMy0w1Pun'
1554,There's still time! Get to the watch party to watch @UBwomenshoops at 11am! #UBhornsUP 💙🤘 https://t.co/2lymvsAcKt https://t.co/4irTQdgZfx
1555,'#UBuffalo #UBalumni #AlwaysABull 🏀 https://t.co/mqOeOKGyVK'
1556,"'Next up in our alumni spotlight is Joe Ramos, MSAT, ATC UB MSAT class of 2020! Joe is an Assistant AT for the sports medicine staff at Florida Atlantic University. His primary patient care is for Men’s Basketball and Men’s Golf. #UBSPHHP #UBuffalo #UBAlumni #NATM2022 https://t.co/WiM4iCrIK2'"
1557,"'Mark your calendars, #UBuffalo, Alumni Week is less than 3 months away! Stay tuned for a full schedule of events! https://t.co/LqA1wT7pXI'"
1558,FINALS BOUND!!! 📣👏All of @UBwomenshoops's hard work is paying off. Can't wait for the game! GO BULLS!!!\U0001f9ac💙 It will be shown on CBS Sports Network at 11:00am EST.   #UBuffalo #UBhornsUP   #UBalumni #MACtion https://t.co/vwmI0BZjzi
1559,"Get it, ladies. #UBHornsUp 🏀   See you there tomorrow, #UBAlumni? https://t.co/Z4Acs4kuqs'"
1560,'@UBwomenshoops @ubalumni Very impressive!'
1561,'An ethical dilemma for patient and practitioner? YUP! Managing the Doomscrolling Dichotomy https://t.co/5qgUkUyXJR via @epflcswccm @ubalumni @uscsocialwork @DrGriseOwens @NationalCouncil @DrHowardLiu @UjjRam @finkshrink @APA @CLTSocialWork @PACEsConnection @ACEsCanada2020'
1562,'@ubalumni @bigditchbrewing Love this. Matt is a great guy and a fantastic #UBuffalo grad!'
1563,'Watch the full episode: https://t.co/TMT6aIgaRR'
1564,This #UBuffalo grad is brewing up something you won't want to miss at @bigditchbrewing. 🍻 Episode 3 is live now. Cheers! 💙🤘 #UBTrueBlue https://t.co/lvpFnxMJj1
1565,"'Attention, ATs are Healthcare Everywhere!! Next up in our alumni spotlight is Sara Kolipinski, MSAT, ATC and UB MSAT class of 2021. Sara is employed by @excelsiororthopaedic as an outreach AT for Amherst High School. @sarakolipinski  #ubsphhp #ubalumni #healthcareeverywhere https://t.co/ZdjYf8ZqSK'"
1566,'Practical training for passionate students! ⚖️ 💙 Read how this #UBuffalo grad and his wife are transforming programs at @UBSchoolofLaw. https://t.co/YFyqE8QOfJ https://t.co/JbsgUZA93j'
1567,"'Do you know a #UBuffalo grad who owns a thriving, fast-growing business? Nominate them for Fast46 today! https://t.co/KxlliGxRWI https://t.co/Q99VcFZ1kI'"
1568,Can't make it to Cleveland? Head to the local watch party at 4 to watch @UBWomensHoops!💙🤘 #UBHornsUP https://t.co/2lymvsRO93 https://t.co/AAiQijQdLe
1569,GO BULLS!📣 Can't wait for the game tomorrow! All the #UBalumni are rooting for you!    #UBuffalo    #UBhornsUP 🤘   #ClevelandIsTheReason https://t.co/gRb8hX0byI
1570,'@UBSchoolofMGT @ubalumni @UBuffalo @UBMBAandMS @UBPMBA @UB_EMBA @Kulture_Khazana ❤'
1571,'@usnehal @AshaGaines617 @epflcswccm @JudgeWren @MAhealthforkids @michelleronline @njsmyth @PBerryRN @RobinCogan @karenzgoda @DrvanTilburg @kathleengorma13 @DrGriseOwens @UBSSW @ubalumni @kimacquaviva @thementalsub @meganranney @iamChikitaBMann @newsocialworker @NicoleNugentPhD https://t.co/rw8jnSXITq'
1572,"@AshaGaines617 @DrMamaKai @epflcswccm @JudgeWren @MAhealthforkids @michelleronline @njsmyth @PBerryRN @RobinCogan @karenzgoda @DrvanTilburg @kathleengorma13 @DrGriseOwens @UBSSW @ubalumni @kimacquaviva @thementalsub @meganranney @iamChikitaBMann @newsocialworker @NicoleNugentPhD Am so honored &amp; hope to deserve that high praise. @DrMamaKai you are an inspiration with your vision, intelligence, compassion, resilience.       Thank you @AshaGaines617 thanks for the vote of confidence. You are such a role model for #leadership in #mch &amp; #populationhealth https://t.co/9eIIcOBGQM'"
1573,@usnehal @epflcswccm @JudgeWren @MAhealthforkids @michelleronline @njsmyth @PBerryRN @RobinCogan @karenzgoda @DrvanTilburg @kathleengorma13 @DrGriseOwens @UBSSW @ubalumni @AshaGaines617 @kimacquaviva @thementalsub @meganranney @iamChikitaBMann @newsocialworker @NicoleNugentPhD @usnehal YOU are a powerful positive force in #MedTwitter    I celebrate you on this #InternationalWomensDay 💜'
1574,'@karenzgoda @epflcswccm @JudgeWren @MAhealthforkids @michelleronline @njsmyth @PBerryRN @RobinCogan @usnehal @DrvanTilburg @kathleengorma13 @DrGriseOwens @UBSSW @ubalumni @AshaGaines617 @kimacquaviva @thementalsub @meganranney @iamChikitaBMann @newsocialworker @NicoleNugentPhD Where do I get my bingo prize? #InternationalWomensDay'
1575,@epflcswccm @JudgeWren @MAhealthforkids @michelleronline @njsmyth @PBerryRN @RobinCogan @usnehal @karenzgoda @DrvanTilburg @kathleengorma13 @DrGriseOwens @UBSSW @ubalumni @AshaGaines617 @kimacquaviva @thementalsub @meganranney @iamChikitaBMann @newsocialworker @NicoleNugentPhD Thank you @epflcswccm   You make a difference everyday! #SocialWorkTwitter #SocialWorkMonth #InternationalWomensDay'
1576,'@epflcswccm @JudgeWren @MAhealthforkids @michelleronline @njsmyth @PBerryRN @RobinCogan @karenzgoda @DrvanTilburg @kathleengorma13 @DrGriseOwens @UBSSW @ubalumni @AshaGaines617 @kimacquaviva @DrMamaKai @thementalsub @meganranney @iamChikitaBMann @newsocialworker @NicoleNugentPhD Thanks for the inclusion. Honored you be among such phenomenal women. You all inspire me &amp; offer support &amp; courage to persevere. Onwards! https://t.co/y69zkEABGu'
1577,"'@epflcswccm @JudgeWren @MAhealthforkids @michelleronline @njsmyth @PBerryRN @RobinCogan @usnehal @karenzgoda @DrvanTilburg @DrGriseOwens @UBSSW @ubalumni @AshaGaines617 @kimacquaviva @DrMamaKai @thementalsub @meganranney @iamChikitaBMann @newsocialworker @NicoleNugentPhD And to you, Ellen!'"
1578,"Join us for one of our two virtual guest lectures this Thursday, during which Dr. Michael Koved (Advanced Analytics) will discuss best practices for successful presentations and data visualizations!      More info and Zoom link: https://t.co/2Ul2FnOsCp      #UBuffalo @UBCAS @ubalumni https://t.co/UybR9VADd5'"
1579,'Looking for a group of like-minded people working to educate and collaborate about women in STEM? Find out more about the great work of the Women in STEM Cooperative #UBuffalo #InternationalWomensDay https://t.co/KRhOdK6FNj https://t.co/JN8dI3doTe'
1580,'Get on your #UBuffalo gear and join us at a watch party for the @UBmenshoops and @UBwomenshoops teams heading to the MAC tournament! #UBhornsUP https://t.co/a6qC5HHM1G https://t.co/liwphK5jZU'
1581,'@TomTolesToons @UBSpectrum @UBuffalo @ubalumni https://t.co/sYBZaAbF6J'
1582,'Next up in our alumni spotlight is Rylee Haffey UB MSAT class of 2021! Rylee is currently employed by @excelsiororthopaedic in their Orthopaedic Urgent Care and is completing her DAT @isuathltraining! #ubsphhp #ubuffallo #ubalumni #natm2022 #atsarehealthcare #healthcareeverywhere https://t.co/Ni1h92Lec1'
1583,Love seeing our #UBalumni give back. It's one of the many things that keeps me putting my #UBhornsUP! 💙🤘   #UBuffalo   #WomenInSTEM https://t.co/etwx4rK40D
1584,'Time is running out... Just under two weeks left to nominate a #UBuffalo grad with a fast-growing business for the Fast 46 competition! https://t.co/lBPoCCIqvE'
1585,'Smiling because we love our dentists! Who is your favorite #UBuffalo dentist? Share it in the comments! #NationalDentistDay https://t.co/IhqvvwfPPH'
1586,"And don't worry, #UBuffalo, episode three is brewing right now! 😉       Catch the next episode on Friday, March 11! Subscribe to our YouTube channel to get updates when the next one drops: https://t.co/LLfrT2E2nx    #UBTrueBlue"
1587,"In episode two, find out how #UBuffalo grad and entrepreneur is living her dream too, and easing people's pain along the way. 3/4 https://t.co/PStGYDBFF7"
1588,'Watch how #UBuffalo grad and Buffalo Bills beat reporter @MattParrino went from @UBSpectrum to advising the next generation of journalists at UB. 2/4 https://t.co/PSSuPl7JMy'
1589,'This #UBuffalo rebel grad is breaking barriers and helping other women in STEM do it too. Watch her story now 👇 https://t.co/uv7374M3kW'
1590,"'Earlier today we deleted a tweet that did not meet our community standards. We have taken steps to enhance our internal review process to ensure that our content is always representative of our diversity, equity, and inclusive values.'"
1591,"'@ubalumni Not sure how much studying we did, but we did make some fun stuff together @bardsworth @Dom_Insouciant'"
1592,'@ubalumni @friggindaisies 😉\U0001f9ac'
1593,'@ubalumni @OtherReindeer'
1594,@ubalumni You think we actually studied! That's cute.
1595,"Which lesson speaks loudest to your Healthcare Entrepreneur Within? Read my latest blog post, only on Ellen’s Interprofessional Insights    https://t.co/wVhFwaiv3E via @epflcswccm @TheACMA @CMSANational @nasw @newsocialworker @Equity_Allies @ubswce @ubalumni @NASWVA @wgu @CGIBHS'"
1596,"Did you miss the first two episodes of True Blue? Don't worry, we've got you covered. Check out this playlist before episode 3 drops! #UBuffalo #UBTrueBlue https://t.co/gzHBZMGV5P"
1597,"For all @ubalumni, make your plans to back in Buffalo for homecoming this year.      #BeatTheRedHawks https://t.co/7UPh99RQPE'"
1598,"'Did you know as a #UBuffalo grad, you can still access @UBLibraries? #ReadAcrossAmericaDay #DYK https://t.co/hxwiGyHT92 https://t.co/ZT8xyUsvGp'"
1599,A unique season of theatre and dance at #UBuffalo this spring! 💃 You won't want to miss these performances: https://t.co/nom0LxZa6V https://t.co/oVKaaGYcaP
1600,"'I stand with Ukraine, and so does my university. 🇺🇦 #UBuffalo #UBalumni https://t.co/VG9kzDMfaB'"
1601,'@NicoleKuderer @TheBuffaloNews @UBuffalo @ubalumni @RoswellHemOnc @RoswellPark https://t.co/pkRZOHkvIb'
1602,'@UBSchoolofMGT @ubalumni @NFL @UBuffalo @UBMBAandMS 🤘🏽✨🤘🏽'
1603,"'“Try to hire people who are smarter, better and more equipped to do the job than you are.” Watch the video from #UBuffalo grad Rick Henry from @CPLDesignProf for more career advice, and share your thoughts! https://t.co/O25fOWk4L9 https://t.co/UgaB9moYa4'"
